edgeId,diagramId,fromNode,toNode,label,actor,tcId,tcType,priority,automated,notes
E_061_F4_MEMO_01,F4_SCR-061,,,"E_061_F4_MEMO_01",manager,TC-061-007-BND,boundary,P2,Y,
E_061_F4_NAME_EMPTY_01,F4_SCR-061,,,"E_061_F4_NAME_EMPTY_01 공백",manager,TC-061-008-BND,boundary,P2,Y,
E_061_F4_NAME_OK_01,F4_SCR-061,,,"E_061_F4_NAME_OK_01 입력됨",manager,TC-061-009-BND,boundary,P2,Y,
E_061_F4_ROLE_EMPTY_01,F4_SCR-061,,,"E_061_F4_ROLE_EMPTY_01 미선택",manager,TC-061-010-BND,boundary,P2,Y,
E_061_F4_ROLE_OK_01,F4_SCR-061,,,"E_061_F4_ROLE_OK_01 선택됨",manager,TC-061-011-BND,boundary,P2,Y,
E_061_F4_PHONE_FORMAT_01,F4_SCR-061,,,"E_061_F4_PHONE_FORMAT_01 11자리 입력",manager,TC-061-012-BND,boundary,P2,Y,
E_061_F4_PHONE_INVALID_01,F4_SCR-061,,,"E_061_F4_PHONE_INVALID_01 형식 오류",manager,TC-061-013-NEG,negative,P1,Y,
E_061_F4_PHONE_OK_01,F4_SCR-061,,,"E_061_F4_PHONE_OK_01 유효",manager,TC-061-014-BND,boundary,P2,Y,
E_061_F4_DATE_EMPTY_01,F4_SCR-061,,,"E_061_F4_DATE_EMPTY_01 미입력",manager,TC-061-015-BND,boundary,P2,Y,
E_061_F4_DATE_OK_01,F4_SCR-061,,,"E_061_F4_DATE_OK_01 입력됨",manager,TC-061-016-BND,boundary,P2,Y,
E_061_F4_EMAIL_INVALID_01,F4_SCR-061,,,"E_061_F4_EMAIL_INVALID_01 이메일 형식 오류",manager,TC-061-017-NEG,negative,P1,Y,
E_061_F4_EMAIL_OK_01,F4_SCR-061,,,"E_061_F4_EMAIL_OK_01 유효 또는 공백",manager,TC-061-018-BND,boundary,P2,Y,
E_061_F5_CANCEL_TRIGGER_01,F5_SCR-061,,,"E_061_F5_CANCEL_TRIGGER_01 취소 버튼 클릭",manager,TC-061-019-BND,boundary,P2,Y,
E_061_F5_CONFIRM_01,F5_SCR-061,,,"E_061_F5_CONFIRM_01 네 취소합니다",manager,TC-061-020-BND,boundary,P2,Y,
E_061_F5_BACK_01,F5_SCR-061,,,"E_061_F5_BACK_01 계속 작성하기",manager,TC-061-021-BND,boundary,P2,Y,
E_061_F6_NO_ID_01,F6_SCR-061,,,"E_061_F6_NO_ID_01 editId 없음",manager,TC-061-022-NEG,negative,P1,Y,
E_061_F6_HAS_ID_01,F6_SCR-061,,,"E_061_F6_HAS_ID_01 editId 있음",manager,TC-061-023-BND,boundary,P2,Y,
E_NEW,F6_SCR-061,,,"E_061_F6_SAVE_START_01 저장 버튼 클릭",manager,TC-061-024-BND,boundary,P2,Y,
E_EDIT,F6_SCR-061,,,"E_061_F6_SAVE_START_01",manager,TC-061-025-BND,boundary,P2,Y,
E_ROLE_PREVIEW,F6_SCR-061,,,"",manager,TC-061-026,positive,P2,Y,
E_061_F7_PRIMARY_01,F7_SCR-061,,,"E_061_F7_PRIMARY_01",manager,TC-061-027-BND,boundary,P0,Y,
E_061_F7_OWNER_01,F7_SCR-061,,,"E_061_F7_OWNER_01",manager,TC-061-028-BND,boundary,P0,Y,
E_061_F7_MANAGER_01,F7_SCR-061,,,"E_061_F7_MANAGER_01",manager,TC-061-029-BND,boundary,P0,Y,
E_061_F7_FC_01,F7_SCR-061,,,"E_061_F7_FC_01",manager,TC-061-030-BND,boundary,P0,Y,
E_061_F7_STAFF_01,F7_SCR-061,,,"E_061_F7_STAFF_01",manager,TC-061-031-BND,boundary,P0,Y,
E_061_F7_READONLY_01,F7_SCR-061,,,"E_061_F7_READONLY_01",manager,TC-061-032-BND,boundary,P0,Y,
E_061_F7_PRIMARY_OK_01,F7_SCR-061,,,"E_061_F7_PRIMARY_OK_01",manager,TC-061-033-BND,boundary,P0,Y,
E_061_F7_OWNER_OK_01,F7_SCR-061,,,"E_061_F7_OWNER_OK_01",manager,TC-061-034-BND,boundary,P0,Y,
E_061_F7_MANAGER_OK_01,F7_SCR-061,,,"E_061_F7_MANAGER_OK_01",manager,TC-061-035-BND,boundary,P0,Y,
E_061_F7_FC_BLOCKED_01,F7_SCR-061,,,"E_061_F7_FC_BLOCKED_01",manager,TC-061-036-BND,boundary,P0,Y,
E_061_F7_STAFF_BLOCKED_01,F7_SCR-061,,,"E_061_F7_STAFF_BLOCKED_01",manager,TC-061-037-BND,boundary,P0,Y,
E_061_F7_READONLY_BLOCKED_01,F7_SCR-061,,,"E_061_F7_READONLY_BLOCKED_01",manager,TC-061-038-BND,boundary,P0,Y,
E_061_F8_VALID_FAIL_01,F8_SCR-061,,,"E_061_F8_VALID_FAIL_01 zod 검증 실패",manager,TC-061-039-NEG,negative,P1,Y,
E_061_F8_VALID_OK_01,F8_SCR-061,,,"E_061_F8_VALID_OK_01 검증 통과",manager,TC-061-040-BND,boundary,P2,Y,
E_061_F8_200_01,F8_SCR-061,,,"E_061_F8_200_01 200 OK",manager,TC-061-041-BND,boundary,P2,Y,
E_061_F8_400_01,F8_SCR-061,,,"E_061_F8_400_01 400 Bad Request",manager,TC-061-042-BND,boundary,P2,Y,
E_061_F8_401_01,F8_SCR-061,,,"E_061_F8_401_01 401",manager,TC-061-043-BND,boundary,P2,Y,
E_061_F8_409_01,F8_SCR-061,,,"E_061_F8_409_01 409 Conflict",manager,TC-061-044-EXC,exception,P1,N,
E_061_F8_500_01,F8_SCR-061,,,"E_061_F8_500_01 500",manager,TC-061-045-EXC,exception,P1,N,
E_061_F8_TIMEOUT_01,F8_SCR-061,,,"E_061_F8_TIMEOUT_01 Timeout",manager,TC-061-046-EXC,exception,P1,N,
E_061_F8_NETWORK_01,F8_SCR-061,,,"E_061_F8_NETWORK_01 Network",manager,TC-061-047-BND,boundary,P2,Y,
E_061_F8_400_RETRY_01,F8_SCR-061,,,"E_061_F8_400_RETRY_01 수정 후 재시도",manager,TC-061-048-BND,boundary,P2,Y,
E_061_F8_500_RETRY_01,F8_SCR-061,,,"E_061_F8_500_RETRY_01 재시도",manager,TC-061-049-EXC,exception,P1,N,
E_061_F8_TIMEOUT_RETRY_01,F8_SCR-061,,,"E_061_F8_TIMEOUT_RETRY_01 재시도",manager,TC-061-050-EXC,exception,P1,N,
E_061_F9_ACTIONS_01,F9_SCR-061,,,"E_061_F9_ACTIONS_01",manager,TC-061-051-BND,boundary,P2,Y,
E_061_F9_INSERT_OK_01,F9_SCR-061,,,"E_061_F9_INSERT_OK_01 등록 성공",manager,TC-061-052-BND,boundary,P2,Y,
E_061_F9_INSERT_ERR_01,F9_SCR-061,,,"E_061_F9_INSERT_ERR_01 등록 실패",manager,TC-061-053-NEG,negative,P1,Y,
E_061_F9_UPDATE_OK_01,F9_SCR-061,,,"E_061_F9_UPDATE_OK_01 수정 성공",manager,TC-061-054-BND,boundary,P2,Y,
E_061_F9_UPDATE_ERR_01,F9_SCR-061,,,"E_061_F9_UPDATE_ERR_01 수정 실패",manager,TC-061-055-NEG,negative,P1,Y,
E_061_F9_FETCH_ERR_01,F9_SCR-061,,,"E_061_F9_FETCH_ERR_01 데이터 로드 실패",manager,TC-061-056-NEG,negative,P1,Y,
E_061_F9_SYS_ERR_01,F9_SCR-061,,,"E_061_F9_SYS_ERR_01 시스템 오류",manager,TC-061-057-NEG,negative,P1,Y,
E_062_F1_BTN_01,F1_SCR-062,,,"E_062_F1_BTN_01",manager,TC-062-001-BND,boundary,P2,Y,
E_062_F1_URL_01,F1_SCR-062,,,"E_062_F1_URL_01",manager,TC-062-002-BND,boundary,P2,Y,
E_062_F1_AUTH_BLOCKED_01,F1_SCR-062,,,"E_062_F1_AUTH_BLOCKED_01 매니저/FC/스태프",manager,TC-062-003-BND,boundary,P2,Y,
E_062_F1_AUTH_OK_01,F1_SCR-062,,,"E_062_F1_AUTH_OK_01 primary/owner/manager",manager,TC-062-004-BND,boundary,P2,Y,
E_062_F1_FETCH_OK_01,F1_SCR-062,,,"E_062_F1_FETCH_OK_01",manager,TC-062-005-BND,boundary,P2,Y,
E_062_F1_FETCH_ERR_01,F1_SCR-062,,,"E_062_F1_FETCH_ERR_01",manager,TC-062-006-BND,boundary,P2,Y,
E_F4_081_01,F4_SCR-081,,,"E_F4_081_01",manager,TC-081-001-BND,boundary,P2,Y,
E_F4_081_02,F4_SCR-081,,,"E_F4_081_02: 역할 클릭",manager,TC-081-002-BND,boundary,P2,Y,
E_F4_081_03,F4_SCR-081,,,"E_F4_081_03: userCount 배지",manager,TC-081-003-BND,boundary,P2,Y,
E_F4_081_04,F4_SCR-081,,,"E_F4_081_04",manager,TC-081-004-BND,boundary,P2,Y,
E_F4_081_05,F4_SCR-081,,,"E_F4_081_05: 그룹 헤더",manager,TC-081-005-BND,boundary,P2,Y,
E_F4_081_06,F4_SCR-081,,,"E_F4_081_06",manager,TC-081-006-BND,boundary,P2,Y,
E_F4_081_07,F4_SCR-081,,,"E_F4_081_07",manager,TC-081-007-BND,boundary,P2,Y,
E_F4_081_08,F4_SCR-081,,,"E_F4_081_08",manager,TC-081-008-BND,boundary,P2,Y,
E_F4_081_09,F4_SCR-081,,,"E_F4_081_09",manager,TC-081-009-BND,boundary,P2,Y,
E_F4_081_10,F4_SCR-081,,,"E_F4_081_10",manager,TC-081-010-BND,boundary,P2,Y,
E_F4_081_11,F4_SCR-081,,,"E_F4_081_11",manager,TC-081-011-BND,boundary,P2,Y,
E_F4_081_12,F4_SCR-081,,,"E_F4_081_12",manager,TC-081-012-BND,boundary,P2,Y,
E_F4_081_13,F4_SCR-081,,,"E_F4_081_13",manager,TC-081-013-BND,boundary,P2,Y,
E_F4_081_14,F4_SCR-081,,,"E_F4_081_14",manager,TC-081-014-BND,boundary,P2,Y,
E_F5_081_01,F5_SCR-081,,,"E_F5_081_01: 초기화 버튼",manager,TC-081-015-BND,boundary,P2,Y,
E_F5_081_02,F5_SCR-081,,,"E_F5_081_02: 확인",manager,TC-081-016-BND,boundary,P2,Y,
E_F5_081_03,F5_SCR-081,,,"E_F5_081_03: 취소",manager,TC-081-017-BND,boundary,P2,Y,
E_F5_081_04,F5_SCR-081,,,"E_F5_081_04: 저장 시 충돌 감지",manager,TC-081-018-BND,boundary,P2,Y,
E_F5_081_05,F5_SCR-081,,,"E_F5_081_05: 경고 무시하고 저장",manager,TC-081-019-BND,boundary,P2,Y,
E_F5_081_06,F5_SCR-081,,,"E_F5_081_06: 취소",manager,TC-081-020-BND,boundary,P2,Y,
E_F5_081_07,F5_SCR-081,,,"E_F5_081_07: + 역할 추가",manager,TC-081-021-BND,boundary,P2,Y,
E_F5_081_08,F5_SCR-081,,,"E_F5_081_08: 저장",manager,TC-081-022-BND,boundary,P2,Y,
E_F5_081_09,F5_SCR-081,,,"E_F5_081_09: 취소",manager,TC-081-023-BND,boundary,P2,Y,
E_F5_081_10,F5_SCR-081,,,"E_F5_081_10: 커스텀 역할 삭제",manager,TC-081-024-BND,boundary,P2,Y,
E_F5_081_11,F5_SCR-081,,,"E_F5_081_11: 이름 일치 + 확인",manager,TC-081-025-BND,boundary,P2,Y,
E_F5_081_12,F5_SCR-081,,,"E_F5_081_12: 취소",manager,TC-081-026-BND,boundary,P2,Y,
E_F5_081_13,F5_SCR-081,,,"E_F5_081_13: 역할 복사",manager,TC-081-027-BND,boundary,P2,Y,
E_F5_081_14,F5_SCR-081,,,"E_F5_081_14: 저장",manager,TC-081-028-BND,boundary,P2,Y,
E_F5_081_15,F5_SCR-081,,,"E_F5_081_15: 취소",manager,TC-081-029-BND,boundary,P2,Y,
E_F6_081_01,F6_SCR-081,,,"E_F6_081_01",manager,TC-081-030-BND,boundary,P2,Y,
E_F6_081_02,F6_SCR-081,,,"E_F6_081_02: 성공",manager,TC-081-031-BND,boundary,P2,Y,
E_F6_081_03,F6_SCR-081,,,"E_F6_081_03: 실패",manager,TC-081-032-NEG,negative,P1,Y,
E_F6_081_04,F6_SCR-081,,,"E_F6_081_04: primary 선택",manager,TC-081-033-BND,boundary,P2,Y,
E_F6_081_05,F6_SCR-081,,,"E_F6_081_05: 기타 역할 선택",manager,TC-081-034-BND,boundary,P2,Y,
E_F6_081_06,F6_SCR-081,,,"E_F6_081_06: 체크박스 변경",manager,TC-081-035-BND,boundary,P2,Y,
E_F6_081_07,F6_SCR-081,,,"E_F6_081_07: 저장 클릭",manager,TC-081-036-BND,boundary,P2,Y,
E_F6_081_08,F6_SCR-081,,,"E_F6_081_08: 성공",manager,TC-081-037-BND,boundary,P2,Y,
E_F6_081_09,F6_SCR-081,,,"E_F6_081_09: 실패",manager,TC-081-038-NEG,negative,P1,Y,
E_F6_081_10,F6_SCR-081,,,"E_F6_081_10: 초기화",manager,TC-081-039-BND,boundary,P2,Y,
E_F7_081_01,F7_SCR-081,,,"E_F7_081_01",manager,TC-081-040-BND,boundary,P0,Y,
E_F7_081_02,F7_SCR-081,,,"E_F7_081_02: primary",manager,TC-081-041-BND,boundary,P0,Y,
E_F7_081_03,F7_SCR-081,,,"E_F7_081_03: owner",manager,TC-081-042-BND,boundary,P0,Y,
E_F7_081_04,F7_SCR-081,,,"E_F7_081_04: manager 이하",manager,TC-081-043-BND,boundary,P0,Y,
E_F7_081_05,F7_SCR-081,,,"E_F7_081_05",manager,TC-081-044-BND,boundary,P0,Y,
E_F7_081_06,F7_SCR-081,,,"E_F7_081_06",manager,TC-081-045-BND,boundary,P0,Y,
E_F7_081_07,F7_SCR-081,,,"E_F7_081_07",manager,TC-081-046-BND,boundary,P0,Y,
E_F7_081_08,F7_SCR-081,,,"E_F7_081_08",manager,TC-081-047-BND,boundary,P0,Y,
E_F7_081_09,F7_SCR-081,,,"E_F7_081_09",manager,TC-081-048-BND,boundary,P0,Y,
E_F7_081_10,F7_SCR-081,,,"E_F7_081_10",manager,TC-081-049-BND,boundary,P0,Y,
E_F7_081_11,F7_SCR-081,,,"E_F7_081_11",manager,TC-081-050-BND,boundary,P0,Y,
E_F1_I002_01,F1_SCR-I002,,,"E_F1_I002_01",system,TC-I002-001-BND,boundary,P2,Y,
E_F1_I002_02,F1_SCR-I002,,,"E_F1_I002_02",system,TC-I002-002-BND,boundary,P2,Y,
E_F1_I002_03,F1_SCR-I002,,,"E_F1_I002_03",system,TC-I002-003-BND,boundary,P2,Y,
E_F1_I002_04,F1_SCR-I002,,,"E_F1_I002_04",system,TC-I002-004-BND,boundary,P2,Y,
E_F1_I002_05,F1_SCR-I002,,,"E_F1_I002_05: superAdmin/primary/owner",system,TC-I002-005-BND,boundary,P2,Y,
E_F1_I002_06,F1_SCR-I002,,,"E_F1_I002_06: manager 이하",system,TC-I002-006-BND,boundary,P2,Y,
E_F1_I002_07,F1_SCR-I002,,,"E_F1_I002_07: 미로그인",system,TC-I002-007-BND,boundary,P2,Y,
E_F1_I002_08,F1_SCR-I002,,,"E_F1_I002_08",system,TC-I002-008-BND,boundary,P2,Y,
E_F1_I002_09,F1_SCR-I002,,,"E_F1_I002_09: 성공",system,TC-I002-009-BND,boundary,P2,Y,
E_F1_I002_10,F1_SCR-I002,,,"E_F1_I002_10: 실패",system,TC-I002-010-NEG,negative,P1,Y,
E_F2_I002_01,F2_SCR-I002,,,"E_F2_I002_01",system,TC-I002-011-BND,boundary,P0,Y,
E_F2_I002_02,F2_SCR-I002,,,"E_F2_I002_02",system,TC-I002-012-BND,boundary,P0,Y,
E_F2_I002_03,F2_SCR-I002,,,"E_F2_I002_03",system,TC-I002-013-BND,boundary,P0,Y,
E_F2_I002_04,F2_SCR-I002,,,"E_F2_I002_04",system,TC-I002-014-BND,boundary,P0,Y,
E_F2_I002_05,F2_SCR-I002,,,"E_F2_I002_05",system,TC-I002-015-BND,boundary,P0,Y,
E_F2_I002_06,F2_SCR-I002,,,"E_F2_I002_06",system,TC-I002-016-BND,boundary,P0,Y,
E_F2_I002_07,F2_SCR-I002,,,"E_F2_I002_07",system,TC-I002-017-BND,boundary,P0,Y,
E_F2_I002_08,F2_SCR-I002,,,"E_F2_I002_08",system,TC-I002-018-BND,boundary,P0,Y,
E_F2_I002_09,F2_SCR-I002,,,"E_F2_I002_09",system,TC-I002-019-BND,boundary,P0,Y,
E_F2_I002_10,F2_SCR-I002,,,"E_F2_I002_10",system,TC-I002-020-BND,boundary,P0,Y,
E_F2_I002_11,F2_SCR-I002,,,"E_F2_I002_11",system,TC-I002-021-BND,boundary,P0,Y,
E_F2_I002_12,F2_SCR-I002,,,"E_F2_I002_12: 미리보기 클릭",system,TC-I002-022-BND,boundary,P0,Y,
E_F2_I002_13,F2_SCR-I002,,,"E_F2_I002_13: 연결 테스트 클릭",system,TC-I002-023-BND,boundary,P0,Y,
E_F2_I002_14,F2_SCR-I002,,,"E_F2_I002_14: 저장 클릭",system,TC-I002-024-BND,boundary,P0,Y,
E_F2_I002_15,F2_SCR-I002,,,"E_F2_I002_15: 성공",system,TC-I002-025-BND,boundary,P0,Y,
E_F2_I002_16,F2_SCR-I002,,,"E_F2_I002_16: 실패",system,TC-I002-026-NEG,negative,P0,Y,
E_F2_I002_17,F2_SCR-I002,,,"E_F2_I002_17: 통과",system,TC-I002-027-BND,boundary,P0,Y,
E_F2_I002_18,F2_SCR-I002,,,"E_F2_I002_18: 실패",system,TC-I002-028-NEG,negative,P0,Y,
E_F2_I002_19,F2_SCR-I002,,,"E_F2_I002_19: 200 OK",system,TC-I002-029-BND,boundary,P0,Y,
E_F2_I002_20,F2_SCR-I002,,,"E_F2_I002_20: 실패",system,TC-I002-030-NEG,negative,P0,Y,
E_F3_I002_01,F3_SCR-I002,,,"E_F3_I002_01",system,TC-I002-031-BND,boundary,P2,Y,
E_F3_I002_02,F3_SCR-I002,,,"E_F3_I002_02",system,TC-I002-032-BND,boundary,P2,Y,
E_F3_I002_03,F3_SCR-I002,,,"E_F3_I002_03",system,TC-I002-033-BND,boundary,P2,Y,
E_F3_I002_04,F3_SCR-I002,,,"E_F3_I002_04",system,TC-I002-034-BND,boundary,P2,Y,
E_F3_I002_05,F3_SCR-I002,,,"E_F3_I002_05",system,TC-I002-035-BND,boundary,P2,Y,
E_F3_I002_06,F3_SCR-I002,,,"E_F3_I002_06",system,TC-I002-036-BND,boundary,P2,Y,
E_F3_I002_07,F3_SCR-I002,,,"E_F3_I002_07",system,TC-I002-037-BND,boundary,P2,Y,
E_F3_I002_08,F3_SCR-I002,,,"E_F3_I002_08",system,TC-I002-038-BND,boundary,P2,Y,
E_F3_I002_09,F3_SCR-I002,,,"E_F3_I002_09",system,TC-I002-039-BND,boundary,P2,Y,
E_F3_I002_10,F3_SCR-I002,,,"E_F3_I002_10",system,TC-I002-040-BND,boundary,P2,Y,
E_F3_I002_11,F3_SCR-I002,,,"E_F3_I002_11",system,TC-I002-041-BND,boundary,P2,Y,
E_F3_I002_13,F3_SCR-I002,,,"E_F3_I002_13",system,TC-I002-042-BND,boundary,P2,Y,
E_F3_I002_14,F3_SCR-I002,,,"E_F3_I002_14: 예",system,TC-I002-043-BND,boundary,P2,Y,
E_F3_I002_15,F3_SCR-I002,,,"E_F3_I002_15: 아니오",system,TC-I002-044-BND,boundary,P2,Y,
E_PROC,F3_SCR-I002,,,"",system,TC-I002-045,positive,P2,Y,
E_F4_I002_01,F4_SCR-I002,,,"E_F4_I002_01",system,TC-I002-046-BND,boundary,P2,Y,
E_F4_I002_02,F4_SCR-I002,,,"E_F4_I002_02: 탭 클릭",system,TC-I002-047-BND,boundary,P2,Y,
E_F4_I002_03,F4_SCR-I002,,,"E_F4_I002_03: 변경 없음",system,TC-I002-048-NEG,negative,P1,Y,
E_F4_I002_04,F4_SCR-I002,,,"E_F4_I002_04: 변경 있음",system,TC-I002-049-BND,boundary,P2,Y,
E_F4_I002_05,F4_SCR-I002,,,"E_F4_I002_05: 저장 후 이동",system,TC-I002-050-BND,boundary,P2,Y,
E_F4_I002_06,F4_SCR-I002,,,"E_F4_I002_06: 저장 안 함",system,TC-I002-051-BND,boundary,P2,Y,
E_F4_I002_07,F4_SCR-I002,,,"E_F4_I002_07: 취소",system,TC-I002-052-BND,boundary,P2,Y,
E_F4_I002_08,F4_SCR-I002,,,"E_F4_I002_08",system,TC-I002-053-BND,boundary,P2,Y,
E_F4_I002_09,F4_SCR-I002,,,"E_F4_I002_09",system,TC-I002-054-BND,boundary,P2,Y,
E_F4_I002_10,F4_SCR-I002,,,"E_F4_I002_10",system,TC-I002-055-BND,boundary,P2,Y,
E_F4_I002_11,F4_SCR-I002,,,"E_F4_I002_11",system,TC-I002-056-BND,boundary,P2,Y,
E_F4_I002_12,F4_SCR-I002,,,"E_F4_I002_12",system,TC-I002-057-BND,boundary,P2,Y,
E_F5_I002_01,F5_SCR-I002,,,"E_F5_I002_01: 미저장 탭 전환",system,TC-I002-058-BND,boundary,P2,Y,
E_F5_I002_02,F5_SCR-I002,,,"E_F5_I002_02: 저장 버튼",system,TC-I002-059-BND,boundary,P2,Y,
E_F5_I002_03,F5_SCR-I002,,,"E_F5_I002_03: 페이지 이탈 시도",system,TC-I002-060-BND,boundary,P2,Y,
E_F5_I002_04,F5_SCR-I002,,,"E_F5_I002_04: 저장 후 이동",system,TC-I002-061-BND,boundary,P2,Y,
E_F5_I002_05,F5_SCR-I002,,,"E_F5_I002_05: 저장 안 함",system,TC-I002-062-BND,boundary,P2,Y,
E_F5_I002_06,F5_SCR-I002,,,"E_F5_I002_06: 취소",system,TC-I002-063-BND,boundary,P2,Y,
E_F5_I002_07,F5_SCR-I002,,,"E_F5_I002_07: 저장",system,TC-I002-064-BND,boundary,P2,Y,
E_F5_I002_08,F5_SCR-I002,,,"E_F5_I002_08: 취소",system,TC-I002-065-BND,boundary,P2,Y,
E_F5_I002_09,F5_SCR-I002,,,"E_F5_I002_09",system,TC-I002-066-BND,boundary,P2,Y,
E_F6_I002_01,F6_SCR-I002,,,"E_F6_I002_01",system,TC-I002-067-BND,boundary,P2,Y,
E_F6_I002_02,F6_SCR-I002,,,"E_F6_I002_02: 미인증",system,TC-I002-068-BND,boundary,P2,Y,
E_F6_I002_03,F6_SCR-I002,,,"E_F6_I002_03: 권한 없음",system,TC-I002-069-NEG,negative,P1,Y,
E_F6_I002_04,F6_SCR-I002,,,"E_F6_I002_04: 정상",system,TC-I002-070-BND,boundary,P2,Y,
E_F6_I002_05,F6_SCR-I002,,,"E_F6_I002_05",system,TC-I002-071-BND,boundary,P2,Y,
E_F6_I002_06,F6_SCR-I002,,,"E_F6_I002_06: 성공",system,TC-I002-072-BND,boundary,P2,Y,
E_F6_I002_07,F6_SCR-I002,,,"E_F6_I002_07: 실패",system,TC-I002-073-NEG,negative,P1,Y,
E_WARN,F6_SCR-I002,,,"",system,TC-I002-074,positive,P2,Y,
E_F7_I002_01,F7_SCR-I002,,,"E_F7_I002_01: superAdmin/primary/owner",system,TC-I002-075-BND,boundary,P0,Y,
E_F7_I002_02,F7_SCR-I002,,,"E_F7_I002_02: manager/fc/staff",system,TC-I002-076-BND,boundary,P0,Y,
E_F7_I002_03,F7_SCR-I002,,,"E_F7_I002_03",system,TC-I002-077-BND,boundary,P0,Y,
E_F7_I002_04,F7_SCR-I002,,,"E_F7_I002_04",system,TC-I002-078-BND,boundary,P0,Y,
E_F8_I002_01,F8_SCR-I002,,,"E_F8_I002_01",system,TC-I002-079-BND,boundary,P2,Y,
E_F8_I002_02,F8_SCR-I002,,,"E_F8_I002_02: 401",system,TC-I002-080-BND,boundary,P2,Y,
E_F8_I002_03,F8_SCR-I002,,,"E_F8_I002_03: 403",system,TC-I002-081-EXC,exception,P1,N,
E_F8_I002_04,F8_SCR-I002,,,"E_F8_I002_04: 422 유효성",system,TC-I002-082-BND,boundary,P2,Y,
E_F8_I002_05,F8_SCR-I002,,,"E_F8_I002_05: 500",system,TC-I002-083-EXC,exception,P1,N,
E_F8_I002_06,F8_SCR-I002,,,"E_F8_I002_06: 키오스크 연결 실패",system,TC-I002-084-NEG,negative,P1,Y,
E_F8_I002_07,F8_SCR-I002,,,"E_F8_I002_07: 타임아웃",system,TC-I002-085-NEG,negative,P1,Y,
E_F8_I002_08,F8_SCR-I002,,,"E_F8_I002_08",system,TC-I002-086-BND,boundary,P2,Y,
E_F8_I002_09,F8_SCR-I002,,,"E_F8_I002_09",system,TC-I002-087-BND,boundary,P2,Y,
E_F8_I002_10,F8_SCR-I002,,,"E_F8_I002_10: 수정 후 재시도",system,TC-I002-088-BND,boundary,P2,Y,
E_F8_I002_11,F8_SCR-I002,,,"E_F8_I002_11: 재시도",system,TC-I002-089-BND,boundary,P2,Y,
E_F8_I002_12,F8_SCR-I002,,,"E_F8_I002_12: SCR-I003 이동",system,TC-I002-090-BND,boundary,P2,Y,
E_F8_I002_13,F8_SCR-I002,,,"E_F8_I002_13: 재시도",system,TC-I002-091-BND,boundary,P2,Y,
E_F9_I002_01,F9_SCR-I002,,,"E_F9_I002_01",system,TC-I002-092-BND,boundary,P2,Y,
E_F9_I002_02,F9_SCR-I002,,,"E_F9_I002_02: 저장 성공",system,TC-I002-093-BND,boundary,P2,Y,
E_F9_I002_03,F9_SCR-I002,,,"E_F9_I002_03: 연결 테스트 성공",system,TC-I002-094-BND,boundary,P2,Y,
E_F9_I002_04,F9_SCR-I002,,,"E_F9_I002_04: 연결 테스트 실패",system,TC-I002-095-NEG,negative,P1,Y,
E_F9_I002_05,F9_SCR-I002,,,"E_F9_I002_05: 저장 실패",system,TC-I002-096-NEG,negative,P1,Y,
E_F9_I002_06,F9_SCR-I002,,,"E_F9_I002_06: 권한 없음",system,TC-I002-097-NEG,negative,P1,Y,
E_F9_I002_07,F9_SCR-I002,,,"E_F9_I002_07: 미구현 TTS 기능",system,TC-I002-098-BND,boundary,P2,Y,
E_API_INSERT_SALE_01,X16,,,"",manager,TC-X16-001,positive,P2,Y,
E_API_DEFERRED_01,X16,,,"",manager,TC-X16-002,positive,P2,Y,
E_SCH_RECOGNIZE_01,X16,,,"",manager,TC-X16-003,positive,P2,Y,
E_API_GET_DEFERRED_01,X16,,,"",manager,TC-X16-004,positive,P2,Y,
E_API_CALC_RECOGNIZE_01,X16,,,"",manager,TC-X16-005,positive,P2,Y,
E_API_RECOGNIZE_01,X16,,,"",manager,TC-X16-006,positive,P2,Y,
E_API_MONTHLY_SUMMARY_01,X16,,,"",manager,TC-X16-007,positive,P2,Y,
E_API_DEFERRED_REPORT_01,X16,,,"",manager,TC-X16-008,positive,P2,Y,
E_API_CREATE_UNPAID_01,X17,,,"",manager,TC-X17-001,positive,P2,Y,
E_SCH_UNPAID_CHECK_01,X17,,,"",manager,TC-X17-002,positive,P2,Y,
E_API_GET_DUNNING_01,X17,,,"",manager,TC-X17-003,positive,P2,Y,
E_API_DUNNING_NOTIFY_01,X17,,,"",manager,TC-X17-004,positive,P2,Y,
E_MB_PAY_UNPAID_01,X17,,,"",manager,TC-X17-005,positive,P2,Y,
E_API_PAID_NOTIFY_01,X17,,,"",manager,TC-X17-006,positive,P2,Y,
E_M_MANUAL_PAY_01,X17,,,"",manager,TC-X17-007,positive,P2,Y,
E_E12_TOKEN_SEND_01,E12_세션만료,,,"E_E12_TOKEN_SEND_01",manager,TC-E12-001-BND,boundary,P2,Y,
E_E12_VALID_01,E12_세션만료,,,"E_E12_VALID_01 유효",manager,TC-E12-002-BND,boundary,P2,Y,
E_E12_EXPIRED_01,E12_세션만료,,,"E_E12_EXPIRED_01 E401002 만료",manager,TC-E12-003-NEG,negative,P1,Y,
E_E12_REFRESH_OK_01,E12_세션만료,,,"E_E12_REFRESH_OK_01 갱신 성공",manager,TC-E12-004-BND,boundary,P2,Y,
